Player,Role,Amount,Team,Year,Player Origin,year,first_initial,surname,name,runs,balls_faced,wickets,balls_bowled,runs_conceded,economy,initials,performance,expected_performance,value_residual,z
Shardul Thakur,Bowler,26000000,Chennai Super Kings,2018.0,Indian,2018,S,thakur,SN Thakur,15.0,5.0,16.0,295.0,431.0,8.766101694915255,SN,0.27891619258862943,0.3319829564997745,-0.053066763911145065,-0.04397214284606814
Shardul Thakur,Bowler,107500000,Delhi Capitals,2022.0,Indian,2022,S,thakur,SN Thakur,120.0,90.0,15.0,315.0,473.0,9.00952380952381,SN,0.8143954855354684,0.805942255777353,0.008453229758115355,0.007004509019183648
Shaun Marsh,Batsman,22000000,Kings XI Punjab,2014.0,Overseas,2014,S,marsh,SE Marsh,70.0,54.0,0.0,0.0,0.0,,SE,-0.14363762672233285,0.2762008271958152,-0.419838453918148,-0.3478862306145659
Sheldon Cottrell,Bowler,85000000,Kings XI Punjab,2020.0,Overseas,2020,S,cottrell,SS Cottrell,0.0,2.0,6.0,131.0,176.0,8.061068702290077,SS,-0.8728654810047022,0.7275254217227909,-1.6003909027274932,-1.326114731663564
Sherfane Rutherford,All-Rounder,20000000,Delhi Capitals,2019.0,Overseas,2019,S,rutherford,SE Rutherford,73.0,55.0,1.0,46.0,59.0,7.695652173913043,SE,-1.0380806716754107,0.24437517752943094,-1.2824558492048417,-1.062667621666824
Sherfane Rutherford,All-Rounder,10000000,Royal Challengers Bangalore,2022.0,Overseas,2022,S,rutherford,SE Rutherford,33.0,52.0,0.0,0.0,0.0,,SE,-0.42200606103933175,0.012921838746182246,-0.434927899785514,-0.36038963614083513
Shikhar Dhawan,Batsman,52000000,Sunrisers Hyderabad,2018.0,Indian,2018,S,dhawan,S Dhawan,497.0,379.0,0.0,0.0,0.0,,S,3.068884574719789,0.5634362952830232,2.5054482794367656,2.076062708879299
Shimron Hetmyer,Batsman,42000000,Royal Challengers Bangalore,2019.0,Overseas,2019,S,hetmyer,SO Hetmyer,90.0,76.0,0.0,0.0,0.0,,SO,0.00683179723280166,0.49212036126785375,-0.4852885640350521,-0.4021194526774433
Shimron Hetmyer,Batsman,77500000,Delhi Capitals,2020.0,Overseas,2020,S,hetmyer,SO Hetmyer,185.0,127.0,0.0,0.0,0.0,,SO,0.7215615610196906,0.6966804382063803,0.02488112281331034,0.020616977668911483
Shimron Hetmyer,Batsman,85000000,Rajasthan Royals,2022.0,Overseas,2022,S,hetmyer,SO Hetmyer,314.0,221.0,0.0,0.0,0.0,,SO,1.6920893455303083,0.7275254217227909,0.9645639238075174,0.7992562484655439
Shivam Dube,All-Rounder,50000000,Royal Challengers Bangalore,2019.0,Indian,2019,S,dube,S Dube,40.0,33.0,0.0,11.0,8.0,4.363636363636364,S,-0.36934176265503466,0.5503398487224915,-0.9196816113775261,-0.7620658997806676
Shivam Dube,All-Rounder,44000000,Rajasthan Royals,2021.0,Indian,2021,S,dube,S Dube,230.0,205.0,0.0,31.0,49.0,9.483870967741934,S,1.0601177649187432,0.5076541659790648,0.5524635989396784,0.4577819806480917
Shivam Dube,All-Rounder,40000000,Chennai Super Kings,2022.0,Indian,2022,S,dube,S Dube,289.0,194.0,0.0,14.0,36.0,15.428571428571427,S,1.5040025655863902,0.4758285163126805,1.0281740492737097,0.8519648238016839
Shivam Mavi,All-Rounder,30000000,Kolkata Knight Riders,2018.0,Indian,2018,S,mavi,Shivam Mavi,13.0,15.0,5.0,179.0,270.0,9.050279329608939,Shivam,-1.1034585178981648,0.3797667013843409,-1.4832252192825057,-1.229028989300853
Shivam Mavi,All-Rounder,72500000,Kolkata Knight Riders,2022.0,Indian,2022,S,mavi,Shivam Mavi,3.0,8.0,5.0,142.0,227.0,9.591549295774648,Shivam,-1.2787227029717376,0.6744110822475324,-1.95313378521927,-1.618404279276336
Shivil Kaushik,Bowler,1000000,Gujarat Lions,2016.0,Indian,2016,S,kaushik,S Kaushik,0.0,1.0,6.0,142.0,192.0,8.112676056338028,S,-0.88431024629223,-0.7559495100133775,-0.12836073627885247,-0.10636217880048261
Shreevats Goswami,Wicket Keeper,10000000,Sunrisers Hyderabad,2018.0,Indian,2018,S,goswami,SP Goswami,52.0,42.0,0.0,0.0,0.0,,SP,-0.27906010828195393,0.012921838746182246,-0.2919819470281362,-0.24194186599906717
Shreyas Gopal,Bowler,1000000,Mumbai Indians,2014.0,Indian,2014,S,gopal,S Gopal,11.0,10.0,6.0,85.0,113.0,7.976470588235294,S,-0.771346298026426,-0.7559495100133775,-0.015396788013048446,-0.012758075148769202
Shreyas Gopal,All-Rounder,2000000,Rajasthan Royals,2018.0,Indian,2018,S,gopal,S Gopal,50.0,47.0,11.0,188.0,236.0,7.531914893617022,S,0.4463815964433085,-0.5244961712301279,0.9708777676734364,0.8044880211216799
Shreyas Iyer,Batsman,26000000,Delhi Daredevils,2015.0,Indian,2015,S,iyer,SS Iyer,439.0,360.0,0.0,0.0,0.0,,SS,2.632523245249899,0.3319829564997745,2.3005402887501245,1.9062720004829738
Shreyas Iyer,Batsman,122500000,Kolkata Knight Riders,2022.0,Indian,2022,S,iyer,SS Iyer,401.0,310.0,0.0,6.0,7.0,7.0,SS,2.3466313397351435,0.8495585008993256,1.4970728388358179,1.240503393620963
Shubman Gill,Batsman,18000000,Kolkata Knight Riders,2018.0,Indian,2018,S,gill,Shubman Gill,203.0,142.0,0.0,0.0,0.0,,Shubman,0.8569840425793117,0.209193554046192,0.6477904885331197,0.5367716777265272
Siddarth Kaul,Bowler,4500000,Delhi Daredevils,2014.0,Indian,2014,S,kaul,S Kaul,2.0,2.0,2.0,82.0,126.0,9.219512195121952,S,-1.5258008714514437,-0.25371312352030717,-1.2720877479311365,-1.0540764132220573
Siddarth Kaul,Bowler,38000000,Sunrisers Hyderabad,2018.0,Indian,2018,S,kaul,S Kaul,3.0,14.0,21.0,402.0,547.0,8.164179104477611,S,1.2534768123288917,0.45870083466561606,0.7947759776632757,0.6585666855237344
Steven Smith,Batsman,22000000,Delhi Capitals,2021.0,Overseas,2021,S,smith,SPD Smith,152.0,136.0,0.0,0.0,0.0,,SPD,0.47328701149371866,0.2762008271958152,0.19708618429790348,0.16330940894464305
Stuart Binny,All-Rounder,20000000,Royal Challengers Bangalore,2016.0,Indian,2016,S,binny,STR Binny,63.0,41.0,1.0,104.0,134.0,7.730769230769232,STR,-1.11461334619056,0.24437517752943094,-1.358988523719991,-1.1260840700827606
Stuart Binny,All-Rounder,5000000,Rajasthan Royals,2018.0,Indian,2018,S,binny,STR Binny,44.0,39.0,0.0,14.0,33.0,14.142857142857142,STR,-0.33924787786400773,-0.21853150003706734,-0.12071637782694039,-0.10002791612758137
Suyash Prabhudessai,All-Rounder,3000000,Royal Challengers Bangalore,2022.0,Indian,2022,S,prabhudessai,SS Prabhudessai,67.0,62.0,0.0,0.0,0.0,,SS,-0.16620804031560305,-0.3891046473752171,0.22289660705961406,0.1846964224526779
Syed Khaleel Ahmed,Bowler,52500000,Delhi Capitals,2022.0,Indian,2022,S,ahmed,Shahbaz Ahmed,219.0,197.0,4.0,220.0,336.0,9.163636363636364,Shahbaz,0.3205926689791656,0.5666316936776639,-0.24603902469849825,-0.20387267551993216
T Natarajan,Bowler,30000000,Kings XI Punjab,2017.0,Indian,2017,T,natarajan,T Natarajan,0.0,0.0,2.0,82.0,115.0,8.414634146341463,T,-1.4813495729256017,0.3797667013843409,-1.8611162743099425,-1.5421567971268766
T. Natarajan,Bowler,40000000,Sunrisers Hyderabad,2022.0,Indian,2022,T,natarajan,T Natarajan,0.0,0.0,18.0,272.0,406.0,8.955882352941176,T,0.2788597497330574,0.4758285163126805,-0.19696876657962314,-0.16321211436135988
Tim David,All-Rounder,82500000,Mumbai Indians,2022.0,Overseas,2022,T,david,TH David,186.0,91.0,0.0,0.0,0.0,,TH,0.7290850322174474,0.7175570222437857,0.011528009973661657,0.009552331137838817
Tim Southee,Bowler,12000000,Rajasthan Royals,2014.0,Overseas,2014,T,southee,TG Southee,4.0,4.0,0.0,63.0,76.0,7.238095238095238,TG,-0.6401867257742768,0.07380203019128206,-0.7139887559655589,-0.5916248373534341
Tim Southee,Bowler,25000000,Mumbai Indians,2016.0,Overseas,2016,T,southee,TG Southee,30.0,20.0,9.0,268.0,329.0,7.365671641791045,TG,0.020922825054813132,0.31888650993924195,-0.2979636848844288,-0.24689844921799214
Tim Southee,Bowler,10000000,Royal Challengers Bangalore,2018.0,Overseas,2018,T,southee,TG Southee,52.0,46.0,5.0,183.0,261.0,8.557377049180328,TG,-0.7189522651328716,0.012921838746182246,-0.7318741038790538,-0.6064449811749166
Tim Southee,Bowler,15000000,Kolkata Knight Riders,2022.0,Overseas,2022,T,southee,TG Southee,2.0,12.0,14.0,220.0,275.0,7.500000000000001,TG,0.5972045432423781,0.14831336260109218,0.44889118064128597,0.3719598796442432
Tom Curran,All-Rounder,52500000,Delhi Capitals,2021.0,Overseas,2021,T,curran,TK Curran,21.0,17.0,4.0,72.0,104.0,8.666666666666666,TK,-1.0955805837404502,0.5666316936776639,-1.662212277418114,-1.377341113648869
Travis Head,Batsman,5000000,Royal Challengers Bangalore,2016.0,Overseas,2016,T,head,TM Head,54.0,42.0,0.0,0.0,0.0,,TM,-0.26401316588644047,-0.21853150003706734,-0.04548166584937313,-0.037686984474019296
Trent Boult,Bowler,38000000,Sunrisers Hyderabad,2015.0,Overseas,2015,T,boult,TA Boult,0.0,0.0,9.0,181.0,236.0,7.823204419889502,TA,-0.3569792491355453,0.45870083466561606,-0.8156800838011613,-0.6758882305628016
Trent Boult,Bowler,50000000,Kolkata Knight Riders,2017.0,Overseas,2017,T,boult,TA Boult,5.0,8.0,5.0,148.0,216.0,8.756756756756756,TA,-1.1094018066490046,0.5503398487224915,-1.659741655371496,-1.3752939086273899
Trent Boult,Bowler,22000000,Delhi Daredevils,2018.0,Overseas,2018,T,boult,TA Boult,0.0,2.0,18.0,327.0,466.0,8.55045871559633,TA,0.5485874924371101,0.2762008271958152,0.27238666524129496,0.22570483803024946
Trent Boult,Bowler,80000000,Rajasthan Royals,2022.0,Overseas,2022,T,boult,TA Boult,40.0,30.0,16.0,387.0,492.0,7.627906976744186,TA,1.140104530312771,0.7072818550959292,0.4328226752168418,0.3586452065085389
Tushar Deshpande,Bowler,2000000,Chennai Super Kings,2022.0,Indian,2022,T,deshpande,TU Deshpande,0.0,0.0,1.0,43.0,63.0,8.790697674418604,TU,-1.6277680770111362,-0.5244961712301279,-1.1032719057810083,-0.9141923543762196
Tymal Mills,Bowler,120000000,Royal Challengers Bangalore,2017.0,Overseas,2017,T,mills,TS Mills,8.0,11.0,5.0,111.0,153.0,8.27027027027027,TS,-0.9969261887151112,0.84267337895084,-1.8395995676659513,-1.5243276395074155
Tymal Mills,Bowler,15000000,Mumbai Indians,2022.0,Overseas,2022,T,mills,TS Mills,0.0,3.0,6.0,107.0,190.0,10.654205607476635,TS,-1.4479355225865906,0.14831336260109218,-1.5962488851876828,-1.3226825761389418
Vaibhav Arora,Bowler,20000000,Punjab Kings,2022.0,Indian,2022,V,arora,VG Arora,5.0,14.0,3.0,110.0,164.0,8.945454545454545,VG,-1.3700724112341813,0.24437517752943094,-1.6144475887636123,-1.3377623724987489
Varun Aaron,Bowler,20000000,Royal Challengers Bangalore,2014.0,Indian,2014,V,aaron,VR Aaron,35.0,34.0,16.0,238.0,299.0,7.537815126050421,VR,1.1557653736313247,0.24437517752943094,0.9113901961018938,0.7551954733588376
Varun Aaron,Bowler,28000000,Kings XI Punjab,2017.0,Indian,2017,V,aaron,VR Aaron,4.0,11.0,7.0,129.0,163.0,7.5813953488372094,VR,-0.5730801012023197,0.3567288374129438,-0.9298089386152635,-0.7704575982210005
Varun Aaron,Bowler,24000000,Rajasthan Royals,2019.0,Indian,2019,V,aaron,VR Aaron,3.0,7.0,4.0,74.0,116.0,9.405405405405405,VR,-1.3402212394620137,0.30525536897453076,-1.6454766084365444,-1.3634736159376029
Varun Aaron,Bowler,5000000,Gujarat Titans,2022.0,Indian,2022,V,aaron,VR Aaron,0.0,0.0,2.0,33.0,52.0,9.454545454545455,VR,-1.558221955823992,-0.21853150003706734,-1.3396904557869247,-1.1100933192386582
Venkatesh Iyer,All-Rounder,2000000,Kolkata Knight Riders,2021.0,Indian,2021,V,iyer,VR Iyer,370.0,299.0,3.0,54.0,69.0,7.666666666666667,VR,1.5177905214595984,-0.5244961712301279,2.0422866926897263,1.6922780958331045
Vijay Shankar,All-Rounder,32000000,Delhi Daredevils,2018.0,Indian,2018,V,shankar,V Shankar,212.0,156.0,1.0,34.0,58.0,10.235294117647058,V,-0.08618595332530021,0.4013171839028704,-0.4875031372281706,-0.40395449068643013
Vijay Shankar,All-Rounder,14000000,Gujarat Titans,2022.0,Indian,2022,V,shankar,V Shankar,19.0,36.0,0.0,10.0,15.0,9.0,V,-0.5273346578079259,0.12527549862969334,-0.6526101564376192,-0.5407653473974738
Virender Sehwag,Batsman,32000000,Kings XI Punjab,2014.0,Indian,2014,V,sehwag,V Sehwag,455.0,334.0,0.0,0.0,0.0,,V,2.7528987844140063,0.4013171839028704,2.351581600511136,1.9485658146594689
Washington Sundar,All-Rounder,87500000,Sunrisers Hyderabad,2022.0,Indian,2022,W,sundar,Washington Sundar,101.0,76.0,6.0,170.0,239.0,8.435294117647059,Washington,-0.1959854273761789,0.7372048410158145,-0.9331902683919935,-0.773259433211372
Wayne Parnell,Bowler,10000000,Delhi Daredevils,2014.0,Overseas,2014,W,parnell,WD Parnell,2.0,2.0,6.0,190.0,223.0,7.042105263157895,WD,-0.6318469186225413,0.012921838746182246,-0.6447687573687235,-0.5342678130735824
Wriddhiman Saha,Wicket Keeper,22000000,Kings XI Punjab,2014.0,Indian,2014,W,saha,WP Saha,362.0,255.0,0.0,0.0,0.0,,WP,2.0532159630226308,0.2762008271958152,1.7770151358268156,1.4724689736694463
Wriddhiman Saha,Wicket Keeper,50000000,Sunrisers Hyderabad,2018.0,Indian,2018,W,saha,WP Saha,122.0,108.0,0.0,0.0,0.0,,WP,0.2475828755610169,0.5503398487224915,-0.30275697316147465,-0.25087026022145864
Wriddhiman Saha,Wicket Keeper,12000000,Sunrisers Hyderabad,2019.0,Indian,2019,W,saha,WP Saha,86.0,55.0,0.0,0.0,0.0,,WP,-0.023262087558225245,0.07380203019128206,-0.09706411774950731,-0.08042919779422504
Wriddhiman Saha,Wicket Keeper,19000000,Gujarat Titans,2022.0,Indian,2022,W,saha,WP Saha,317.0,266.0,0.0,0.0,0.0,,WP,1.7146597591235786,0.22724749588236737,1.4874122632412112,1.232498454583554
Yash Dayal,Bowler,32000000,Gujarat Titans,2022.0,Indian,2022,Y,dayal,Yash Dayal,0.0,1.0,11.0,205.0,296.0,8.663414634146342,Yash,-0.3898272985683705,0.4013171839028704,-0.7911444824712409,-0.6555575586510957
Yashasvi Jaiswal,All-Rounder,24000000,Rajasthan Royals,2020.0,Indian,2020,Y,jaiswal,YBK Jaiswal,40.0,44.0,0.0,0.0,0.0,,YBK,-0.36934176265503466,0.30525536897453076,-0.6745971316295654,-0.5589841785949452
Yogesh Takawale,Wicket Keeper,1000000,Royal Challengers Bangalore,2014.0,Indian,2014,Y,takawale,YV Takawale,104.0,92.0,0.0,0.0,0.0,,YV,0.11216039400139582,-0.7559495100133775,0.8681099040147733,0.7193325895911177
Yusuf Pathan,All-Rounder,19000000,Sunrisers Hyderabad,2018.0,Indian,2018,Y,pathan,YK Pathan,260.0,211.0,1.0,12.0,14.0,7.0,YK,0.39452046209719793,0.22724749588236737,0.16727296621483057,0.13860560212414558
Yuzvendra Chahal,Bowler,65000000,Rajasthan Royals,2022.0,Indian,2022,Y,chahal,YS Chahal,5.0,8.0,27.0,429.0,527.0,7.370629370629371,YS,2.911100252076217,0.6379476276928342,2.273152624383383,1.8835780541972909
Yuzvendra Singh Chahal,Bowler,1000000,Royal Challengers Bangalore,2014.0,Indian,2014,Y,chahal,YS Chahal,1.0,2.0,12.0,333.0,386.0,6.954954954954955,YS,0.49877692098910276,-0.7559495100133775,1.2547264310024802,1.0396904915694583
Yuzvendra Singh Chahal,Bowler,60000000,Royal Challengers Bangalore,2018.0,Indian,2018,Y,chahal,YS Chahal,0.0,4.0,12.0,313.0,363.0,6.958466453674122,YS,0.4896959865425625,0.6112200401675913,-0.12152405362502883,-0.10069717185280938
Zaheer Khan,Bowler,26000000,Mumbai Indians,2014.0,Indian,2014,Z,khan,Z Khan,8.0,7.0,5.0,138.0,146.0,6.3478260869565215,Z,-0.6416486179391219,0.3319829564997745,-0.9736315744388964,-0.8067698784564139
